"","...1","freq","neg","global_id","model","prompt_method","A_clean","Q","R"
"2175",4020,"every time",NA,4020,"gpt-3.5-turbo","placeholder",100,"1","Preheating the oven is a common practice when baking a cake to ensure that the cake bakes evenly and properly. It is very likely that Grace preheats the oven every time she bakes a cake."
"2176",4022,"always",NA,4022,"gpt-3.5-turbo","placeholder",100,"1","Preheating the oven is a standard practice when baking a cake to ensure proper baking. Considering that Grace enjoys baking, it is likely that she always preheats the oven when making a cake."
"2177",4032,"typically",NA,4032,"gpt-3.5-turbo","placeholder",100,"1","It is very common for people to carry their cell phones on board with them when flying, as they provide communication and entertainment during the flight. Greg specifically mentioned that he took his cell phone on board, indicating that he typically does so."
"2178",4034,"typically",NA,4034,"gpt-3.5-turbo","placeholder",100,"1","Greg mentioning that he took his cell phone on board indicates that he typically carries it with him on planes."
"2179",4040,"every time",NA,4040,"gpt-3.5-turbo","placeholder",100,"1","It is very likely that Greg carries his cell phone on board with him every time he flies on a plane, as it is a common practice for people to have their cell phones with them for various purposes during a flight."
"2180",4052,"always",NA,4052,"gpt-3.5-turbo","placeholder",100,"1","Based on the information provided, John is seen talking about his trip to the store with Susan after coming home and Susan tells Peter that John paid the cashier. Therefore, it can be assumed that John always pays the cashier when going shopping."
"2181",4054,"always",NA,4054,"gpt-3.5-turbo","placeholder",100,"1","Since I know John personally, he always pays the cashier when going shopping. He is responsible and always makes sure to pay for his groceries."
"2182",4054,"always",NA,4054,"gpt-3.5-turbo","placeholder",100,"1","Since I know John personally, he always pays the cashier when going shopping. He is responsible and always makes sure to pay for his groceries."
"2183",4072,"always",NA,4072,"gpt-3.5-turbo","placeholder",100,"1","Sandy said she used scissors to cut her hair, so we can infer that she always uses scissors when cutting her hair."
"2184",4074,"always",NA,4074,"gpt-3.5-turbo","placeholder",100,"1","Sandy mentioned that she used scissors to cut her hair, indicating that she always uses them."
"2185",4080,"usually",NA,4080,"gpt-3.5-turbo","placeholder",100,"1","Sandy usually cuts her own hair, so it is highly likely that she uses scissors every time she cuts her hair."
"2186",4080,"every time",NA,4080,"gpt-3.5-turbo","placeholder",100,"1","Sandy usually cuts her own hair, so it is highly likely that she uses scissors every time she cuts her hair."
"2187",4082,"usually",NA,4082,"gpt-3.5-turbo","placeholder",100,"1","Sandy usually cuts her own hair, so it is highly likely that she uses scissors every time she cuts her hair."
"2188",4082,"every time",NA,4082,"gpt-3.5-turbo","placeholder",100,"1","Sandy usually cuts her own hair, so it is highly likely that she uses scissors every time she cuts her hair."
"2189",4094,"usually",NA,4094,"gpt-3.5-turbo","placeholder",100,"1","Based on the context, it is stated that Henry went to the photography exhibition and looked at the photographs. Therefore, it can be assumed that he usually looks at photographs when going to a photo exhibit."
"2190",4096,"usually",NA,4096,"gpt-3.5-turbo","placeholder",100,"1","Henry mentioned that he looked at the photographs at the new photo exhibit, indicating that he usually looks at photographs when going to a photo exhibit."
"2191",4102,"usually",NA,4102,"gpt-3.5-turbo","placeholder",100,"1","Since Henry often attends art exhibitions and specifically mentioned that he went to a photography exhibition, it can be assumed that he usually looks at photographs when visiting such exhibits."
"2192",4104,"frequently",NA,4104,"gpt-3.5-turbo","placeholder",90,"1","Henry frequently goes to art exhibitions, and since he attended a photography exhibition, it can be inferred that he usually looks at photographs when visiting such exhibits."
"2193",4104,"usually",NA,4104,"gpt-3.5-turbo","placeholder",90,"1","Henry frequently goes to art exhibitions, and since he attended a photography exhibition, it can be inferred that he usually looks at photographs when visiting such exhibits."
"2194",4114,"often",NA,4114,"gpt-3.5-turbo","placeholder",100,"1","Mary is a journalist who often goes to restaurants after her interviews, indicating that her purpose of visiting restaurants is to eat. Since she ran into her friend after leaving the Chinese place, it suggests that she ate there."
"2195",4116,"often",NA,4116,"gpt-3.5-turbo","placeholder",95,"1","A person who knows Mary as a journalist who often goes to restaurants after her interviews would likely answer with a high frequency, such as 90% or 100%. They may assume that Mary's purpose of going to a restaurant is to eat, especially given that she ran into her friend after leaving a restaurant."
"2196",4122,"often",NA,4122,"gpt-3.5-turbo","placeholder",100,"1","Mary is a journalist who often goes to restaurants after her interviews, so it can be assumed that she usually eats at restaurants during these occasions."
"2197",4122,"usually",NA,4122,"gpt-3.5-turbo","placeholder",100,"1","Mary is a journalist who often goes to restaurants after her interviews, so it can be assumed that she usually eats at restaurants during these occasions."
"2198",4123,"always","yes",4123,"gpt-3.5-turbo","placeholder",90,"1","Assuming Mary is a journalist who goes to restaurants after her interviews for work purposes, she may not always have the appetite or time to eat."
"2199",4139,"every time",NA,4139,"gpt-3.5-turbo","placeholder",100,"1","Helen is known to be cautious and responsible, so it is highly likely that she locks her car every time she parks it."
"2200",4158,"always",NA,4158,"gpt-3.5-turbo","placeholder",100,"1","Gary's statement suggests that he always picks the toppings when ordering pizza, as he explicitly mentioned it to Stephanie after placing the order."
"2201",4160,"frequently",NA,4160,"gpt-3.5-turbo","placeholder",95,"1","Based on Gary's statement, it can be inferred that he frequently picks the toppings when ordering pizza, but there may be rare occasions where he doesn't."
"2202",4166,"often",NA,4166,"gpt-3.5-turbo","placeholder",100,"1","Since the context states that Gary often orders pizza at work, it can be assumed that he has a preference for specific toppings and consistently chooses them."
"2203",4168,"often",NA,4168,"gpt-3.5-turbo","placeholder",95,"1","Gary has a routine and often orders pizza at work, so it can be assumed that he has preferred toppings that he chooses most of the time."
"2204",4182,"always",NA,4182,"gpt-3.5-turbo","placeholder",100,"1","Julia always tries to wash the dishes after eating, so it can be assumed that she would rinse them as part of her routine to ensure they are clean before putting them away. Additionally, her statement to Justin confirms that she rinses them."
"2205",4184,"always",NA,4184,"gpt-3.5-turbo","placeholder",100,"1","Julia always tries to wash the dishes after eating, and her statement to Justin confirms that she rinses them."
"2206",4190,"always",NA,4190,"gpt-3.5-turbo","placeholder",100,"1","Julia always tries to wash the dishes after eating, so it can be assumed that she rinses them every time she does them."
"2207",4190,"every time",NA,4190,"gpt-3.5-turbo","placeholder",100,"1","Julia always tries to wash the dishes after eating, so it can be assumed that she rinses them every time she does them."
"2208",4202,"usually",NA,4202,"gpt-3.5-turbo","placeholder",100,"1","Emma usually checks out the books whenever she visits the library, as she doesn't have much spare cash to buy books."
"2209",4202,"never",NA,4202,"gpt-3.5-turbo","placeholder",100,"1","Emma usually checks out the books whenever she visits the library, as she doesn't have much spare cash to buy books."
"2210",4204,"usually","yes",4204,"gpt-3.5-turbo","placeholder",100,"1","Emma usually checks out the books whenever she visits the library because she doesn't have much spare cash to buy books."
"2211",4204,"never","yes",4204,"gpt-3.5-turbo","placeholder",100,"1","Emma usually checks out the books whenever she visits the library because she doesn't have much spare cash to buy books."
"2212",4220,"every time",NA,4220,"gpt-3.5-turbo","placeholder",100,"1","Since Logan mentioned that he used detergent after doing the laundry, it can be inferred that he typically uses detergent every time he does the laundry."
"2213",4220,"typically",NA,4220,"gpt-3.5-turbo","placeholder",100,"1","Since Logan mentioned that he used detergent after doing the laundry, it can be inferred that he typically uses detergent every time he does the laundry."
"2214",4226,"every time",NA,4226,"gpt-3.5-turbo","placeholder",100,"1","Since Logan mentioned that he did the laundry, it can be assumed that he uses detergent every time he does the laundry."
"2215",4227,"usually",NA,4227,"gpt-3.5-turbo","placeholder",100,"1","Logan specifically mentioned that he added some softener to the wash, indicating that he usually adds softener when doing the laundry."
"2216",4227,"often",NA,4227,"gpt-3.5-turbo","placeholder",100,"1","Logan specifically mentioned that he added some softener to the wash, indicating that he usually adds softener when doing the laundry."
